id,ua_browser,ua_mobile,client,ordertotal,totalitems,partialip,productid,productname
,Chrome,FALSE,targetcom,155.46,7,172.12.157,13970482,Room Essentials&amp;trade; Pillow Plush - Standard/Queen
,Chrome,FALSE,targetcom,52.27,3,50.130.64,11164538,Medela 3pk 5oz Breastmilk Bottle Set
,Firefox,FALSE,targetcom,50,1,70.45.100,12054442,Jello Happy Birthday Digital Exclusive Gift Card
,Safari,FALSE,targetcom,133.5,10,67.82.240,13427801,Threshold&amp;trade; 1 &amp;#189;&amp;rdquo; Memory Foam Mattress Topper
,Firefox,FALSE,targetcom,17.99,1,71.93.55,15703735,Hercules [2 Discs] [Includes Digital Copy] [Blu-ray/DVD]
,Chrome,FALSE,targetcom,51.27,3,99.44.18,49139240,Stanley Adv. 1.3Qt Coffee Percolator
,Chrome,FALSE,targetcom,67.98,2,104.177.109,46759224,Vintage Washed Sheet Set - Threshold&amp;trade;
,Chrome,FALSE,targetcom,126.95,3,96.237.136,14714009,Promotional Gift Card $25
,Chrome,FALSE,targetcom,83.12,4,184.155.93,14353108,Easy Care Sheet Set - Room Essentials&amp;trade;
,Safari,FALSE,targetcom,169.99,1,24.15.11,17304429,Whirlpool 3.1 Cu. Ft. Mini Refrigerator - Stainless Steel BCD-88V
,Other,FALSE,targetcom,341.97,2,67.239.227,14550115,Carson 5 Shelf Bookcase -Threshold&amp;trade;
,Chrome,FALSE,targetcom,135.07,5,129.123.230,15132197,Braun Forehead Thermometer
,Safari,FALSE,targetcom,142.95,6,162.201.181,14215859,Threshold&amp;trade; Performance Pillowcase Set - Solids
,IE,FALSE,targetcom,13.28,2,108.58.202,13296092,Victor Poison-Free Reusable Fly Magnet Trap (1-Quart)
,Safari,FALSE,targetcom,31.35,6,74.215.142,46773783,SUAVE 12oz Kids Purely Fun 3in1
,Chrome,FALSE,targetcom,56.93,5,69.117.117,15447387,Botanic Fiber Accent Towels - Threshold&amp;trade;
,Chrome,FALSE,targetcom,128.97,3,96.232.35,11260047,Pampers Sensitive Baby Wipes Refill Pack - 448 Count
,Chrome,FALSE,targetcom,152.97,3,24.3.113,16387994,Threshold&amp;trade; Traditional Shelf Set of 2
,Chrome,FALSE,targetcom,146.94,6,108.32.19,50736206,Maternity Sleeveless Print Tie Belt Dress - Ma Cherie
,Firefox,FALSE,targetcom,30.77,2,71.168.178,14714006,Promotional Gift Card $5
,Firefox,FALSE,targetcom,30.77,2,71.168.178,14714006,Promotional Gift Card $5
,Safari,FALSE,targetcom,84.06,7,24.194.198,,
,Chrome,FALSE,targetcom,129.95,1,73.239.200,50680647,Panasonic Cordless Phone with Dual key Pad and Digital Answering Machine - Black (KX-TGF344B)
,Chrome,FALSE,targetcom,59.99,1,73.139.23,50698679,Happi by Dena Musical Mobile - Happi Jungle
,Safari,FALSE,targetcom,71.98,2,68.42.122,50395294,Sheet Set Microfiber with Storage Pocket - Room Essentials&amp;trade;
,Chrome,FALSE,targetcom,79.62,6,73.206.150,17421642,Sparkle&amp;#174; Hint of Color Paper Towels 8 Giant Pick-A-Size&amp;#174; Rolls
,Chrome,FALSE,targetcom,109.96,3,71.127.192,50969169,Twill Light Blocking Curtain Panel - Pillowfort&amp;trade;
,Firefox,FALSE,targetcom,83.97,2,96.2.213,14318370,Threshold&amp;trade; Fretwork Rug
,Safari,FALSE,targetcom,85.67,3,100.13.165,14106409,Warm Down Blend Comforter - Room Essentials&amp;trade;
,Chrome,FALSE,targetcom,40.95,2,172.7.176,51232475,Pillowfort&amp;trade; Diamond Bath Towels
,Chrome,FALSE,targetcom,40.95,2,172.7.176,51232475,Pillowfort&amp;trade; Diamond Bath Towels
,Safari,FALSE,targetcom,58.3,11,108.95.105,14653397,e.l.f. Blending Eye Brush
,Chrome,FALSE,targetcom,19.99,1,75.32.180,39597270,Minecraft: Xbox One Edition Arcade Game - $19.99 (email delivery)
,Chrome,FALSE,targetcom,25.33,4,108.218.230,11041392,Sure Invisible Solid Deodorant &amp;#45; Unscented &amp;#40;2&amp;#46;6 oz&amp;#46;&amp;#41;
,Firefox,FALSE,targetcom,42.65,6,166.82.11,14714006,Promotional Gift Card $5
,Other,FALSE,targetcom,13.41,2,108.21.195,14739016,Wet Ones Antibacterial Hand Wipes&amp;#160; Citrus Scent 20 ct
,Firefox,FALSE,targetcom,67.65,4,71.90.87,11878063,Earth Mama Angel Baby Natural Nipple Butter - 2 oz.
,Firefox,FALSE,targetcom,42.73,2,174.105.228,15413676,Embark Air Mattress - Single High Twin
,Chrome,FALSE,targetcom,59.99,1,103.14.63,17243518,Eddie Bauer Sure Fit II Infant Car Seat Base
,IE,FALSE,targetcom,13.28,2,108.58.202,50970949,Victor Fly Magnet Indoor Fly Trap
,Chrome,FALSE,targetcom,10,1,99.37.202,15421892,Roblox Game eCard - $10 (email delivery)
,Chrome,FALSE,targetcom,112.44,4,68.4.167,17353752,Room Essentials&amp;trade; Oversized Quilted Jersey Pillow (24x24&amp;quot;)
,Chrome,FALSE,targetcom,26.97,1,24.4.79,14784669,Clip Fan - Room Essentials&amp;trade;
,Chrome,FALSE,targetcom,72.96,3,24.163.34,14549977,Room Essentials&amp;trade; Gooseneck Desk Lamp (Includes CFL Bulb)
,Chrome,FALSE,targetcom,31.54,7,67.230.49,13406706,Every Man Jack Body Wash Cedarwood 16.9 oz
,Chrome,FALSE,targetcom,100,1,50.48.16,47984832,Disney Gift Card - $100
,Chrome,FALSE,targetcom,128.97,3,96.232.35,14714009,Promotional Gift Card $25
,Chrome,FALSE,targetcom,19.96,4,99.113.155,50575543,Room Essentials&amp;trade; Laundry Bag With Whimsical Typography - Navy
,Chrome,FALSE,targetcom,73.47,3,104.162.103,15833333,"Charmin&amp;#174; Ultra Strong&amp;trade; Toilet Paper, 30 Double Plus Rolls, 176ct"
,Chrome,FALSE,targetcom,10.21,1,107.219.128,16507958,Licensed Kids Folding Armchair - Disney Frozen
,Safari,FALSE,targetcom,142.95,6,162.201.181,23985839,Density Pillow - Threshold&amp;trade;
,Firefox,FALSE,targetcom,138.33,2,73.242.78,14782757,Similac&amp;#174; Advance Complete Nutrition Stage 1 Infant Formula Powder - 12.4oz
,Mobile Safari,TRUE,targetcom,11.98,2,104.162.102,50295804,Aladdin 16oz Kids Mason Jar Tumbler - Peach
,Safari,FALSE,targetcom,41.46,3,108.84.162,15184145,AllerEase Naturals Organic Waterproof Mattress Pad
,Other,FALSE,targetcom,348.96,3,172.12.152,15007477,Carson 5 Shelf Bookcase with Doors - Threshold&amp;trade;
,Other,FALSE,targetcom,550,2,104.172.225,13035122,Disney Gift Card - $50
,Chrome,FALSE,targetcom,125.25,4,192.189.187,14714009,Promotional Gift Card $25
,Safari,FALSE,targetcom,229.67,3,68.193.112,12873028,Safety 1st Deluxe Healthcare &amp; Grooming Kit - White
,Chrome,FALSE,targetcom,14.99,1,71.174.53,16897735,"Singapore Math, Grade 3 ( Singapore Math) (Paperback)"
,Safari,FALSE,targetcom,181.97,3,184.57.20,14318370,Threshold&amp;trade; Fretwork Rug
,Safari,FALSE,targetcom,58.3,11,108.95.105,12816150,
,IE,FALSE,targetcom,95.94,1,68.168.162,50758427,Outdoor Round Back Seat Cushion - Threshold&amp;trade;
,Chrome,FALSE,targetcom,147.94,3,108.16.249,15051718,Textured Sham Euro - Boho Boutique&amp;trade;
,Safari,FALSE,targetcom,91.92,7,98.29.211,14578469,Room Essentials&amp;trade; Dolen OTD Hook Rail
,Chrome,FALSE,targetcom,77.79,11,50.111.209,14714006,Promotional Gift Card $5
,Chrome,FALSE,targetcom,146.94,6,108.32.19,16678798,Maternity Over the Belly Legging Black Legging Pants - Liz Lange&amp;#174; for Target&amp;#174;
,Chrome,FALSE,targetcom,46.76,4,162.230.116,12833954,Proctor Silex Food Chopper - White- 72500R
,Chrome,FALSE,targetcom,200,1,173.254.241,16671280,Bullseye Box Gift Card
,Chrome,FALSE,targetcom,20.96,2,65.204.211,14714006,Promotional Gift Card $5
,Chrome,FALSE,targetcom,132.91,2,50.188.66,24005832,Luvs Ultra Leakguards Diapers Box (Select Size)
,Firefox,FALSE,targetcom,26.99,3,209.162.32,50503597,White &amp; Elm Oat &amp; Calendula Exfoliating MicroGrains - 4oz
,Safari,FALSE,targetcom,722.95,4,68.101.100,15252243,Jenny Lind Accent Table - Home Meridian
,Firefox,FALSE,targetcom,158.35,10,68.47.23,13970482,Room Essentials&amp;trade; Pillow Plush - Standard/Queen
,Chrome,FALSE,targetcom,36.58,2,70.195.64,50891475,As Seen On TV Slicer Gadget
,Firefox,FALSE,targetcom,89.99,1,24.155.162,14092179,Flexible 2 Drawer Nightstand Black - South Shore
,Chrome,FALSE,targetcom,31.44,4,104.129.192,16631055,Dot Party Hats 10 CT - Spritz&amp;trade;
,IE,FALSE,targetcom,29.69,1,104.174.190,15024255,Universal Studios Despicable Me Minions Comforter - Multicolor (Twin)
,Chrome,FALSE,targetcom,130.76,4,107.134.101,15121671,Diapers Bulk Plus Pack (Select Size) - up &amp; up&amp;trade;
,Chrome,FALSE,targetcom,31.26,5,104.162.77,14714006,Promotional Gift Card $5
,Chrome,FALSE,targetcom,75.57,2,107.132.56,50361459,Chevron Oversized Throw
,Chrome,FALSE,targetcom,39.88,5,96.241.80,14959581,
,Safari,FALSE,targetcom,111.99,1,75.134.150,18779744,DENY Designs Stephanie Corfee Hot Mess Lightweight Duvet Cover
,Chrome,FALSE,targetcom,232.08,8,76.14.170,14138250,Performance Bath Mat Threshold&amp;trade;
,Mobile Safari,TRUE,targetcom,217.92,8,208.103.14,15122174,Pampers Swaddlers Diapers Giant Pack (Select Size)
,Firefox,FALSE,targetcom,18.98,2,97.84.164,49124368,Gimme Clips Shower Caps - 3pc
,Safari,FALSE,targetcom,98,5,65.128.51,15837517,Hamilton Beach 2-Slice Toaster- 22792
,Chrome,FALSE,targetcom,39.99,2,71.109.68,11818950,Beatrix Potter (Hardcover)
,Chrome,FALSE,targetcom,171.28,5,68.33.77,13977966,CeraVe&amp;#174; Facial Moisturizing Lotion - 3 oz
,Mobile Safari,TRUE,targetcom,109.12,7,186.56.167,16455890,Hot Wheels Mega Turbo Hauler
,Mobile Safari,TRUE,targetcom,109.12,7,186.56.167,15844608,Shopkins Food Fair Playset - So Cool Fridge
,Chrome,FALSE,targetcom,146.94,6,108.32.19,50937626,Maternity Slip Strap Belted Dobby Chambray Dress   - MaCherie
,Safari,FALSE,targetcom,81.97,3,173.168.228,17209852,Comotomo Silicone Bottle 5oz (2 Pack)
,Chrome,FALSE,targetcom,35.94,2,75.1.182,13794580,Dr. Seuss One Fish Two Fish Clock
,Chrome,FALSE,targetcom,19.98,1,70.126.237,15187335,Thermal Curtain Panel - Room Essentials&amp;trade;
,Safari,FALSE,targetcom,84.06,7,24.194.198,,
,Firefox,FALSE,targetcom,66.98,2,184.66.53,16619807,Room Essentials&amp;trade; Arrow Print Duvet Cover Set
,Safari,FALSE,targetcom,164.95,5,24.90.137,21451820,Natalie Printed Square Pillow - 2 Pack
,Chrome,FALSE,targetcom,1705.45,4,72.197.153,15029411,Felton Tufted Chair Pewter - Threshold&amp;trade;
,Safari,FALSE,targetcom,26.99,1,97.84.70,16740721,Quik Shade Chair - Royal Blue
,Chrome,FALSE,targetcom,81.81,5,119.252.114,47044913,Dove Revival Conditioner 25.4 oz
,Chrome,FALSE,targetcom,134.96,2,98.119.247,11056288,Similac&amp;#174; Advance Organic Powder - 1.45lb
,Chrome,FALSE,targetcom,400,2,199.223.236,15031045,3D Thanks Gift Card
,Chrome,FALSE,targetcom,139.35,3,72.70.45,16822166,Similac&amp;#174; for Supplementation Infant Formula Powder - 1.45lb (4 Pack)
,Chrome,FALSE,targetcom,79.99,1,98.167.151,15075548,Colette 8 Piece Bedding Comforter Set - White
,Firefox,FALSE,targetcom,138.33,2,73.242.78,14782757,Similac&amp;#174; Advance Complete Nutrition Stage 1 Infant Formula Powder - 12.4oz
,Chrome,FALSE,targetcom,26.99,1,67.161.159,14165426,New Super Mario Bros. 2 (Nintendo 3DS)
,Safari,FALSE,targetcom,11.29,1,68.102.30,13755994,The Princess of Pink Treasury ( Pinkalicious) (Mixed media product)
,Chrome,FALSE,targetcom,9.89,1,73.177.236,11099404,LifeStyles&amp;#174; Ultra Sensitive Condoms - 40 count
,Safari,FALSE,targetcom,47.96,2,76.164.121,13872468,Rattan Solar Lantern (Medium)  - Threshold&amp;trade;
,Chrome,FALSE,targetcom,126.95,3,96.237.136,24005905,Pampers Swaddlers Diapers One Month Supply Pack (Select Size)
,Firefox,FALSE,targetcom,81.31,3,24.161.20,14942426,Bath Towels - Nate Berkus&amp;trade;
,Chrome,FALSE,targetcom,50.44,4,98.148.140,50253259,Fabric Cube Storage Bin 13&amp;quot; - Threshold
,Mobile Safari,TRUE,targetcom,79.94,1,200.73.131,14168377,Radio Flyer Glide and Go Balance Bike - Red
,Chrome,FALSE,targetcom,55.99,1,69.245.206,16230780,Threshold&amp;trade; Multi Moroccan Tile Rug
,Firefox,FALSE,targetcom,44.99,1,108.208.178,13186395,Coleman&amp;#174; ComfortSmart&amp;trade; Air Mattress - Double High Queen
,Chrome,FALSE,targetcom,77.79,11,50.111.209,11579623,Neutrogena&amp;#174; Fresh Foaming Cleanser-6.7 Fl. Oz
,Chrome,FALSE,targetcom,58.98,3,75.43.179,14714006,Promotional Gift Card $5
,Safari,FALSE,targetcom,7.96,2,108.49.61,15419887,Mini Cocktail Bud Vase Libbey
,Chrome,FALSE,targetcom,79.99,1,71.77.30,16739007,Haley Comforter Set
,Safari,FALSE,targetcom,23.18,2,108.64.126,14025791,Munchkin 3pk Stay-Put Suction Bowls
,Chrome,FALSE,targetcom,6.79,1,162.195.244,50297190,Evergreen Hand Drawn Stripes Beach Towel
,Chrome,FALSE,targetcom,55.98,2,99.101.18,14714007,Promotional Gift Card $10
,Chrome,FALSE,targetcom,584.94,1,50.135.71,50915220,Sterling Tufted 25&amp;quot; Counter Stool Wood - Threshold&amp;trade;
,IE,FALSE,targetcom,62.53,7,156.145.144,13660418,Maybelline&amp;#174; FIT ME!&amp;#174; Concealer
,Chrome,FALSE,targetcom,31.44,4,104.129.192,,
,Chrome,FALSE,targetcom,128.95,3,73.55.154,14714009,Promotional Gift Card $25
,IE,FALSE,targetcom,314.77,18,67.1.103,14182208,
,IE,FALSE,targetcom,314.77,18,67.1.103,14287967,Dermatouch Skin Perfecting System Facial Brush
,Safari,FALSE,targetcom,29.99,1,50.185.20,17448867,Razor Kick Scooter (A Scooter) Royal Blue
,Chrome,FALSE,targetcom,57.62,2,24.179.222,15511851,Corelle Lunch Plate Set of 6
,Chrome,FALSE,targetcom,125.94,3,98.119.208,14815576,Pampers Swaddlers Diapers Economy Plus Pack (Select Size)
,Safari,FALSE,targetcom,91.92,7,98.29.211,50700717,Desk Task Lamp - Pillowfort&amp;trade;
,Chrome,FALSE,targetcom,39.99,2,71.109.68,16707692,3D Wall Art Sunflower
,Firefox,FALSE,targetcom,59.97,1,99.82.250,50969169,Twill Light Blocking Curtain Panel - Pillowfort&amp;trade;
,Safari,FALSE,targetcom,14.99,1,174.74.40,50172421,Heart Marquee Light Gold - Pillowfort&amp;trade;
,Mobile Safari,TRUE,targetcom,109.12,7,186.56.167,14783201,Mattel 5 Car Pack &amp;ndash; Styles May Vary
,IE,FALSE,targetcom,160.98,2,66.38.93,49130570,Sealy&amp;#174; CoolSense 2-Stage Cool Gel Crib Mattress
,Chrome,FALSE,targetcom,63.48,2,76.247.3,14885829,Crest 3D White Luxe Whitestrips Supreme FlexFit Teeth Whitening Kit - 14 Treatments
,Chrome,FALSE,targetcom,24.26,5,173.78.50,14413706,Dial Coconut Water Body Wash- 21oz
,Safari,FALSE,targetcom,188.72,15,72.229.5,15041299,Room Essentials&amp;trade; 8-pk. Washcloth Set
,Chrome,FALSE,targetcom,59.99,1,64.56.20,21507241,Ciao! Baby Portable High Chair
,Chrome,FALSE,targetcom,209.98,2,107.0.114,17314850,Darley Bookcase - Vintage Oak - Threshold&amp;trade;
,Chrome,FALSE,targetcom,67.17,2,99.20.88,14217233,Performance 400 Thread Count Sheet Set - Solid - Threshold&amp;trade;
,Safari,FALSE,targetcom,59.98,2,45.37.255,15060405,Fisher-Price Little People Disney Princess Figure Pack
,Chrome,FALSE,targetcom,139.99,1,184.157.217,16900956,Indoor Outdoor Flatweave Fretwork Rug -Threshold&amp;trade;
,Chrome,FALSE,targetcom,84.95,5,76.14.244,50445255,Americana Beach Towel for Two - Evergreen
,IE,FALSE,targetcom,62.53,7,156.145.144,16481384,Revlon Luxurious Colorsilk Buttercream Haircolor
,Chrome,FALSE,targetcom,31.44,4,104.129.192,,
,Chrome,FALSE,targetcom,13.49,1,108.198.28,15127909,Fisher-Price My Little SnugaMonkey Animal Friends Pop-Up
,Safari,FALSE,targetcom,26.99,1,68.227.167,50092581,Dip-Dye Bed Canopy - Turquoise - Pillowfort&amp;trade;
,Chrome,FALSE,targetcom,135.95,5,71.156.49,50723997,Pride Popsicle Floating Lounger
,Chrome,FALSE,targetcom,13.76,3,50.184.79,17436283,Bare Republic&amp;#174; Natural Mineral Lip Balm Sunscreen SPF 30 (flavor varies)
,Chrome,FALSE,targetcom,169.03,8,69.145.155,13293207,Reese 20-ct Assorted Bungee Cords
,Chrome,FALSE,targetcom,35.37,4,67.80.166,13713829,Sure Fit Stretch Pique Short  Dining Chair Slipcover
,Other,FALSE,targetcom,38.98,2,71.121.176,15833333,"Charmin&amp;#174; Ultra Strong&amp;trade; Toilet Paper, 30 Double Plus Rolls, 176ct"
,Chrome,FALSE,targetcom,21.98,2,144.37.115,50022938,Thomas Rhett- Tangled Up
,Chrome,FALSE,targetcom,32.59,5,190.235.135,13492968,Heavy Duty Paper Plates - 10&amp;quot; - 50 Count - up &amp; up&amp;trade;
,Chrome,FALSE,targetcom,112.44,4,68.4.167,50026037,Luminite Votive Polynesian Color Changing Citronella Candle with LED Lights
,Chrome,FALSE,targetcom,25.71,5,50.164.130,14714006,Promotional Gift Card $5
,Chrome,FALSE,targetcom,31.54,7,67.230.49,16678921,AXE White Label Night Body Wash 16oz
,Chrome,FALSE,targetcom,16.98,2,73.164.66,14525966,Red Dead Redemption PRE-OWNED (PlayStation 3)
,Chrome,FALSE,targetcom,214.97,3,99.42.168,14256158,Sealy Cozy Dreams Extra Firm Crib Mattress - 150 Coil
,Other,FALSE,targetcom,428.08,2,152.216.11,10532250,TV Stand with Glass Doors Black 24&amp;quot; - Convenience Concepts
,IE,FALSE,targetcom,26.95,4,108.194.246,13870042,Vagisil&amp;#174; Odor Block Protection Wash - Light and Clean Scent
,Chrome,FALSE,targetcom,50.44,4,98.148.140,14769195,Tissue Paper Spritz&amp;trade;
,Chrome,FALSE,targetcom,107.19,5,50.183.84,16600130,EcoSMART Organic Weed &amp; Grass Killer 64oz Spray
,Other,FALSE,targetcom,89.52,2,76.24.32,13713829,Sure Fit Stretch Pique Short  Dining Chair Slipcover
,Safari,FALSE,targetcom,109.99,1,198.72.164,16399081,GoPro Hero
,Chrome,FALSE,targetcom,14.24,1,72.84.222,15184145,AllerEase Naturals Organic Waterproof Mattress Pad
,Safari,FALSE,targetcom,139.99,1,68.3.98,50599719,Threshold&amp;trade; Kenya Fleece Accent Rug
,Safari,FALSE,targetcom,30.09,1,209.122.113,18847003,Dream Factory Trains and Trucks Mini Bed in a Bag - Blue (Twin)
,Other,FALSE,targetcom,110.58,13,199.241.148,14567767,OGX Extra Strength Moroccan Argan Oil Penetrating Hair Oil 3.3oz.
,Chrome,FALSE,targetcom,20.66,4,98.14.114,14987231,Black Radiance&amp;#174; True Complexion&amp;trade; BB Cream
,Safari,FALSE,targetcom,94.92,3,186.15.28,14217233,Performance 400 Thread Count Sheet Set - Solid - Threshold&amp;trade;
,Chrome,FALSE,targetcom,256,2,71.88.42,16511152,Britax Parkway SGL Highback Booster
,IE,FALSE,targetcom,367.96,1,67.247.215,50298954,Farmhouse 30&amp;quot; Barstool Wood/Wheat
,Chrome,FALSE,targetcom,45.58,2,71.56.69,50395250,Comforter Medallion Dark Blue - Room Essentials&amp;trade;
,Other,FALSE,targetcom,550,2,104.172.225,47984832,Disney Gift Card - $100
,Chrome,FALSE,targetcom,39.98,2,24.89.2,50326857,TruKid Sunny Days Daily SPF30 Sunscreen 3.5 oz
,Chrome,FALSE,targetcom,107.19,5,50.183.84,17234962,Watering Can - Room Essentials&amp;trade;
,Chrome,FALSE,targetcom,125.25,4,192.189.187,14896886,Huggies&amp;#174; Natural Care&amp;#174; Baby Wipes Refill (624 Count)
,Chrome,FALSE,targetcom,50,1,71.84.140,14567852,Just Married Banners Gift Card
,Safari,FALSE,targetcom,42.25,4,173.60.108,16666271,InterDesign Brushed Forma Shower Curtain Tension Rod - Brushed Stainless Steel (Medium)
,Chrome,FALSE,targetcom,79.9,2,24.208.194,16981670,Maternity Original Belly Band-Belly Bandit
,Firefox,FALSE,targetcom,349.42,9,71.201.46,50382881,Lillebaby Complete Six Position Baby Carrier All Seasons Black and Camel
,Other,FALSE,targetcom,110.58,13,199.241.148,17088982,8.5x11 Spiral Drawing Pad - 70ct Medium Weight - up &amp; up&amp;trade;
,Chrome,FALSE,targetcom,100,1,71.183.51,15014122,$100 iTunes Code (email delivery)
,Chrome,FALSE,targetcom,46.98,2,104.145.116,17209852,Comotomo Silicone Bottle 5oz (2 Pack)
,Other,FALSE,targetcom,231.91,9,187.21.130,17215300,Tea Set Doll Accessories - Our Generation&amp;trade;
,Chrome,FALSE,targetcom,154.62,4,75.121.106,50969169,Twill Light Blocking Curtain Panel - Pillowfort&amp;trade;
,Firefox,FALSE,targetcom,20,2,45.37.111,17213812,Puppy with Bullseye GiftCard
,Chrome,FALSE,targetcom,129.7,3,71.198.92,12154537,Gerber 3-pk. First Essentials Clear View Bottles with Silicone Nipples 5-oz.
,Chrome,FALSE,targetcom,19.98,2,73.174.181,14772839,Circo&amp;trade; Woven Fitted Crib Sheet - Mustaches
,Chrome,FALSE,targetcom,77.79,11,50.111.209,14071389,"BIC Hybrid Advance Triple Blade Disposable System Razor for Men, 6-Count"
,Chrome,FALSE,targetcom,27.99,1,108.29.79,16591321,Lush D&amp;#233;cor Large Ruffle Shower Curtain
,Mobile Safari,TRUE,targetcom,62.99,1,92.239.138,15169782,Allura  8-8.5mm Cultured Pearl Stud Earrings in 14k Yellow Gold
,Other,FALSE,targetcom,22.12,3,73.194.217,13044044,"Cascade ActionPacs Dishwasher Detergent, Fresh Scent, 85 Count"
,Safari,FALSE,targetcom,11.99,1,73.33.243,15114919,LEGO&amp;#174; DUPLO&amp;#174; My First All-in-One-Gift-Set 10570
,Chrome,FALSE,targetcom,110.69,5,68.231.145,14758428,Room Essentials&amp;trade; Storage Bin - White Small
,Safari,FALSE,targetcom,148.95,4,50.179.167,11292796,Enfagrow Toddler Transistions Powder Formula - 20oz
,Chrome,FALSE,targetcom,146.94,6,75.66.46,17079476,"Huggies&amp;#174; Natural Care&amp;#174; Baby Wipes, Refill - 552 Count"
,Other,FALSE,targetcom,641.97,13,47.19.150,50361723,Threshold&amp;trade; Toothbrush Holder - Medium Acacia
,Other,FALSE,targetcom,29.99,1,99.195.158,23967989,Devine Color Reclaimed Wood Peel &amp; Stick Wallpaper - Mirage
,Safari,FALSE,targetcom,39.98,2,82.44.103,49162680,Weber&amp;#174; 21 inch Three-Sided Grill Brush
,Safari,FALSE,targetcom,202.97,4,46.28.53,16522288,Braun ThermoScan&amp;#174; Ear Thermometer with ExacTemp&amp;trade; Technology
,Firefox,FALSE,targetcom,398.99,2,184.7.48,14423842,Apple&amp;#174; iPad Mini 2 32GB with Wi-Fi - Space Gray/Black
,Chrome,FALSE,targetcom,27.98,1,68.199.222,13712191,Room Essentials&amp;trade; Jersey Sheet Set - Solid
,Chrome,FALSE,targetcom,73.47,3,104.162.103,14714006,Promotional Gift Card $5
